StudentID,Course,Mode_of_Study,Age,Gender,Admission_Date,Attendance_%,Assignment_Score,Midterm_Score,Final_Score,Hours_Studied_Weekly,Forum_Participation,Fee_Paid_%,Scholarship,Counseling_Sessions,Overall_Score,Pass_Fail,Dropout_Risk,Status
3224,Digital Marketing,Online,31,Female,2027-10-07,73,78,40,25,11,35,94,No,0,40.1,Fail,Medium,Active
3225,Digital Marketing,Offline,31,Male,2027-10-08,46,45,88,67,9,9,80,No,3,68.9,Pass,Medium,Active
3226,Finance,Hybrid,22,Male,2027-10-09,50,46,56,94,7,39,66,No,3,73.0,Pass,High,At-Risk
3227,Digital Marketing,Hybrid,31,Male,2027-10-10,70,63,75,86,16,44,96,Yes,2,78.1,Pass,Low,Active
3228,Data Science,Hybrid,19,Male,2027-10-11,68,62,82,60,13,38,68,No,0,67.0,Pass,Medium,Active
3229,Digital Marketing,Online,29,Male,2027-10-12,52,55,70,98,7,6,52,No,3,81.0,Pass,High,At-Risk
3230,HR Management,Offline,23,Female,2027-10-13,70,95,76,79,13,3,95,No,3,81.3,Pass,Low,Active
3231,Digital Marketing,Hybrid,21,Female,2027-10-14,41,92,87,96,16,14,79,No,2,92.5,Pass,High,At-Risk
3232,Web Dev,Offline,30,Female,2027-10-15,78,70,84,61,13,11,59,No,1,69.7,Pass,Low,Active
3233,Data Science,Offline,21,Female,2027-10-16,54,87,89,90,10,47,98,No,1,89.1,Pass,Medium,Active
3234,Web Dev,Hybrid,31,Male,2027-10-17,96,39,79,47,20,5,78,Yes,4,55.0,Pass,Low,Active
3235,Web Dev,Hybrid,33,Female,2027-10-18,50,44,81,32,22,8,89,No,4,49.1,Fail,High,At-Risk
3236,HR Management,Offline,21,Male,2027-10-19,73,71,95,34,3,34,67,Yes,3,59.7,Pass,Low,Active
3237,Data Science,Hybrid,18,Male,2027-10-20,78,86,97,55,14,7,61,No,1,73.8,Pass,Low,Active
3238,Data Science,Offline,30,Male,2027-10-21,43,46,50,34,14,6,98,No,3,41.2,Fail,High,At-Risk
3239,Data Science,Offline,21,Male,2027-10-22,50,89,36,94,9,3,72,Yes,0,75.6,Pass,High,At-Risk
3240,Data Science,Hybrid,23,Male,2027-10-23,68,38,95,75,14,12,60,No,1,73.6,Pass,Low,Active
3241,Data Science,Online,20,Male,2027-10-24,41,65,70,23,5,18,58,No,1,45.5,Fail,High,At-Risk
3242,HR Management,Hybrid,30,Male,2027-10-25,55,65,71,71,7,6,73,No,1,69.8,Pass,High,At-Risk
3243,Digital Marketing,Online,33,Female,2027-10-26,78,77,62,29,7,9,74,Yes,4,48.5,Fail,High,At-Risk
3244,Web Dev,Offline,22,Male,2027-10-27,52,80,45,64,22,24,74,No,2,61.5,Pass,High,At-Risk
3245,Data Science,Offline,21,Female,2027-10-28,76,99,38,48,13,43,96,No,2,55.2,Pass,Low,Active
3246,Digital Marketing,Online,25,Female,2027-10-29,56,97,26,72,13,34,58,No,4,63.2,Pass,High,At-Risk
3247,Digital Marketing,Offline,31,Male,2027-10-30,60,51,96,48,18,24,61,No,4,63.0,Pass,Low,Active
3248,Web Dev,Online,24,Male,2027-10-31,83,35,94,42,8,28,60,Yes,4,56.2,Pass,Low,Active
3249,HR Management,Online,31,Female,2027-11-01,99,55,57,76,16,11,98,No,2,66.1,Pass,Low,Active
3250,Finance,Offline,23,Female,2027-11-02,58,32,30,69,18,46,87,No,3,49.9,Fail,High,At-Risk
3251,Finance,Online,29,Female,2027-11-03,46,81,61,40,11,39,77,No,4,54.5,Pass,High,At-Risk
3252,Digital Marketing,Hybrid,33,Female,2027-11-04,77,89,38,62,24,11,57,Yes,3,60.2,Pass,Low,Active
3253,Web Dev,Hybrid,34,Male,2027-11-05,47,92,61,29,21,5,59,No,3,51.2,Pass,High,At-Risk
3254,Finance,Offline,30,Male,2027-11-06,52,94,32,95,7,9,74,No,0,75.9,Pass,High,At-Risk
3255,Digital Marketing,Offline,31,Male,2027-11-07,76,81,37,49,10,1,96,No,2,51.8,Pass,Low,Active
3256,HR Management,Online,24,Female,2027-11-08,41,43,64,70,16,44,85,No,3,62.8,Pass,Medium,Active
3257,Finance,Online,31,Male,2027-11-09,80,97,82,52,17,24,99,No,2,70.0,Pass,Low,Active
3258,Digital Marketing,Online,32,Female,2027-11-10,50,57,42,37,22,6,92,No,2,42.5,Fail,High,At-Risk
3259,Digital Marketing,Online,29,Male,2027-11-11,63,39,81,97,9,39,58,Yes,0,80.6,Pass,Medium,Active
3260,Data Science,Hybrid,34,Female,2027-11-12,45,86,62,41,17,22,90,No,2,56.3,Pass,Medium,Active
3261,HR Management,Hybrid,26,Male,2027-11-13,65,95,56,83,6,47,57,No,3,77.3,Pass,Low,Active
3262,Data Science,Offline,32,Male,2027-11-14,46,79,90,40,19,10,52,No,1,62.8,Pass,High,At-Risk
3263,Web Dev,Online,29,Female,2027-11-15,96,43,49,20,21,35,67,Yes,3,33.3,Fail,High,At-Risk
3264,Data Science,Online,19,Female,2027-11-16,78,45,82,34,15,48,95,No,3,50.599999999999994,Pass,Low,Active
3265,Data Science,Offline,22,Female,2027-11-17,58,83,99,55,3,47,84,No,2,73.8,Pass,Medium,Active
3266,Finance,Online,30,Female,2027-11-18,45,72,57,66,24,22,66,Yes,3,64.5,Pass,High,At-Risk
3267,Digital Marketing,Online,25,Female,2027-11-19,82,71,90,73,24,42,85,No,1,77.7,Pass,Low,Active
3268,HR Management,Online,31,Male,2027-11-20,68,51,54,51,4,6,77,No,2,51.9,Pass,Low,Active
3269,Data Science,Online,32,Female,2027-11-21,82,97,58,77,15,26,99,Yes,4,75.3,Pass,Low,Active
3270,HR Management,Online,28,Male,2027-11-22,78,48,93,65,8,12,64,No,3,70.0,Pass,Low,Active
3271,Data Science,Offline,18,Male,2027-11-23,41,95,72,73,16,16,68,No,3,77.1,Pass,High,At-Risk
3272,Web Dev,Online,20,Male,2027-11-24,58,68,64,52,18,31,71,No,0,58.8,Pass,High,At-Risk
3273,Data Science,Offline,34,Male,2027-11-25,43,48,75,58,2,25,55,Yes,4,61.1,Pass,High,At-Risk
3274,Finance,Online,31,Male,2027-11-26,97,45,37,42,10,21,96,No,4,41.1,Fail,Medium,Active
3275,Digital Marketing,Hybrid,25,Female,2027-11-27,45,83,55,62,23,12,56,No,1,64.1,Pass,High,At-Risk
3276,Web Dev,Hybrid,30,Female,2027-11-28,88,54,63,74,15,11,93,No,4,66.7,Pass,Low,Active
3277,Data Science,Hybrid,20,Male,2027-11-29,96,47,87,21,17,6,97,No,0,46.0,Fail,Medium,Active
3278,HR Management,Hybrid,22,Male,2027-11-30,76,52,72,85,22,0,58,No,1,74.5,Pass,Low,Active
3279,Web Dev,Offline,26,Female,2027-12-01,67,40,72,57,14,32,69,Yes,4,58.099999999999994,Pass,Low,Active
3280,Web Dev,Offline,23,Female,2027-12-02,69,68,85,48,7,13,86,No,1,63.1,Pass,Low,Active
3281,Data Science,Online,19,Male,2027-12-03,46,97,36,86,23,46,60,No,4,73.2,Pass,High,At-Risk
3282,Web Dev,Hybrid,30,Female,2027-12-04,48,54,80,90,2,42,51,No,4,79.8,Pass,High,At-Risk
3283,HR Management,Offline,22,Female,2027-12-05,64,92,42,55,22,40,71,No,4,58.5,Pass,Low,Active
3284,Web Dev,Online,25,Female,2027-12-06,72,59,51,48,5,16,97,No,3,51.1,Pass,Low,Active
3285,HR Management,Online,18,Male,2027-12-07,40,74,52,56,4,3,85,No,4,58.4,Pass,Medium,Active
3286,Data Science,Offline,29,Female,2027-12-08,90,90,76,64,18,38,54,No,3,72.8,Pass,Low,Active
3287,Digital Marketing,Hybrid,28,Male,2027-12-09,45,80,40,35,3,0,56,No,2,45.5,Fail,High,At-Risk
3288,Web Dev,Online,24,Male,2027-12-10,57,38,82,50,20,40,55,Yes,0,57.199999999999996,Pass,High,At-Risk
3289,Digital Marketing,Hybrid,32,Male,2027-12-11,49,31,33,53,21,44,71,Yes,1,42.6,Fail,High,At-Risk
3290,HR Management,Hybrid,28,Male,2027-12-12,67,34,50,69,24,23,59,No,1,56.3,Pass,Low,Active
3291,Web Dev,Hybrid,33,Male,2027-12-13,50,91,52,84,23,33,95,No,2,75.8,Pass,Medium,Active
3292,Finance,Online,20,Female,2027-12-14,72,98,60,81,9,33,89,No,4,78.1,Pass,Low,Active
3293,Digital Marketing,Hybrid,31,Male,2027-12-15,40,81,33,62,16,23,95,No,0,57.1,Pass,High,At-Risk
3294,Web Dev,Online,20,Male,2027-12-16,52,34,71,75,7,14,95,No,2,65.6,Pass,Medium,Active
3295,Digital Marketing,Hybrid,18,Male,2027-12-17,76,88,75,34,24,16,69,No,2,57.1,Pass,Low,Active
3296,Web Dev,Online,32,Female,2027-12-18,59,97,81,67,21,12,77,No,1,77.2,Pass,High,At-Risk
3297,Data Science,Hybrid,18,Female,2027-12-19,40,38,56,68,3,6,72,Yes,3,58.400000000000006,Pass,High,At-Risk
3298,Digital Marketing,Offline,34,Female,2027-12-20,91,51,91,63,16,8,84,No,3,69.0,Pass,Low,Active
3299,Finance,Hybrid,19,Female,2027-12-21,42,56,81,29,21,43,50,No,4,50.0,Pass,High,At-Risk
3300,Finance,Hybrid,23,Female,2027-12-22,57,39,78,39,13,34,78,No,4,50.7,Pass,High,At-Risk
3301,HR Management,Online,25,Female,2027-12-23,80,90,40,89,4,22,58,Yes,2,74.5,Pass,Low,Active
3302,Web Dev,Online,33,Female,2027-12-24,53,80,86,27,11,46,58,Yes,4,55.3,Pass,High,At-Risk
3303,Digital Marketing,Hybrid,18,Male,2027-12-25,70,39,80,64,15,38,71,No,3,63.8,Pass,Low,Active
3304,HR Management,Offline,20,Male,2027-12-26,66,35,47,53,23,22,51,No,0,47.6,Fail,High,At-Risk
3305,Digital Marketing,Offline,20,Female,2027-12-27,56,91,41,70,15,25,65,No,1,65.5,Pass,High,At-Risk
3306,Web Dev,Online,22,Male,2027-12-28,94,34,62,23,4,0,89,No,3,36.9,Fail,Medium,Active
3307,Finance,Offline,29,Male,2027-12-29,85,99,96,58,2,13,55,No,4,77.6,Pass,Low,Active
3308,Data Science,Hybrid,29,Female,2027-12-30,68,92,54,43,21,31,62,No,1,56.1,Pass,Low,Active
3309,Finance,Online,30,Male,2027-12-31,75,85,82,74,2,47,82,No,1,78.6,Pass,Low,Active
3310,HR Management,Hybrid,26,Male,2028-01-01,76,88,46,45,3,9,68,Yes,2,53.9,Pass,Low,Active
3311,Data Science,Online,24,Female,2028-01-02,65,92,41,44,20,0,64,No,4,52.7,Pass,Low,Active
3312,HR Management,Online,21,Male,2028-01-03,92,88,39,55,11,4,82,No,2,56.8,Pass,Low,Active
3313,Web Dev,Online,23,Female,2028-01-04,56,80,72,90,5,2,59,No,1,82.6,Pass,High,At-Risk
3314,Data Science,Online,30,Female,2028-01-05,61,79,56,93,5,48,50,No,2,79.1,Pass,Low,Active
3315,HR Management,Offline,28,Male,2028-01-06,64,33,64,77,14,49,61,Yes,4,64.3,Pass,Low,Active
3316,Web Dev,Hybrid,30,Male,2028-01-07,41,77,81,31,10,26,92,No,3,55.2,Pass,Medium,Active
3317,Finance,Hybrid,30,Male,2028-01-08,94,61,82,20,8,21,78,No,0,46.8,Fail,High,At-Risk
3318,Web Dev,Hybrid,32,Female,2028-01-09,61,80,40,69,17,17,66,No,3,62.5,Pass,Low,Active
3319,Digital Marketing,Online,30,Female,2028-01-10,44,81,52,44,19,15,53,No,1,53.8,Pass,High,At-Risk
3320,Web Dev,Offline,28,Female,2028-01-11,43,63,25,99,4,1,78,No,3,69.6,Pass,High,At-Risk
3321,Web Dev,Hybrid,25,Male,2028-01-12,75,65,65,24,21,46,56,No,2,44.5,Fail,High,At-Risk
3322,Digital Marketing,Offline,25,Male,2028-01-13,45,99,72,87,21,12,93,No,4,84.9,Pass,Medium,Active
3323,HR Management,Online,27,Female,2028-01-14,91,72,55,25,11,44,62,No,3,43.4,Fail,High,At-Risk
3324,HR Management,Hybrid,33,Male,2028-01-15,60,45,60,45,23,15,54,No,3,49.5,Fail,High,At-Risk
3325,Web Dev,Offline,28,Male,2028-01-16,52,88,57,74,17,7,55,Yes,4,71.7,Pass,High,At-Risk
3326,Digital Marketing,Online,30,Female,2028-01-17,93,82,57,58,4,42,83,Yes,2,62.5,Pass,Low,Active
3327,Digital Marketing,Offline,26,Female,2028-01-18,76,48,47,28,12,7,56,No,0,37.7,Fail,High,At-Risk
3328,Finance,Hybrid,33,Male,2028-01-19,94,70,84,64,11,9,95,Yes,3,71.2,Pass,Low,Active
3329,HR Management,Hybrid,24,Female,2028-01-20,64,76,54,33,17,32,77,Yes,1,47.9,Fail,High,At-Risk
3330,Data Science,Online,29,Male,2028-01-21,65,83,69,74,9,30,95,No,2,74.3,Pass,Low,Active
3331,HR Management,Online,32,Female,2028-01-22,94,84,63,28,10,11,59,Yes,2,49.7,Fail,High,At-Risk
3332,HR Management,Online,31,Female,2028-01-23,78,48,69,34,16,8,53,Yes,3,47.3,Fail,High,At-Risk
3333,Finance,Offline,28,Female,2028-01-24,59,91,36,56,22,36,52,No,4,57.0,Pass,High,At-Risk
3334,Data Science,Offline,27,Male,2028-01-25,72,88,56,69,4,8,74,No,3,68.9,Pass,Low,Active
3335,Finance,Offline,28,Male,2028-01-26,53,94,80,91,5,47,72,No,3,88.3,Pass,High,At-Risk
3336,Data Science,Online,23,Female,2028-01-27,95,97,48,40,14,17,76,No,4,53.8,Pass,Low,Active
3337,Web Dev,Hybrid,19,Female,2028-01-28,75,57,37,76,13,29,63,No,1,60.5,Pass,Low,Active
3338,Data Science,Hybrid,28,Female,2028-01-29,56,47,44,38,22,31,87,No,4,41.6,Fail,High,At-Risk
3339,Finance,Offline,23,Male,2028-01-30,60,55,80,77,10,39,81,No,3,73.5,Pass,Low,Active
3340,HR Management,Offline,31,Female,2028-01-31,85,48,77,25,15,22,72,No,0,45.2,Fail,High,At-Risk
3341,Data Science,Hybrid,23,Female,2028-02-01,55,84,92,23,20,10,96,No,4,55.9,Pass,Medium,Active
3342,Data Science,Hybrid,34,Female,2028-02-02,85,86,78,62,8,19,89,No,1,71.6,Pass,Low,Active
3343,Digital Marketing,Offline,27,Female,2028-02-03,55,35,58,61,17,18,86,No,4,54.9,Pass,Medium,Active
3344,HR Management,Offline,18,Male,2028-02-04,95,30,52,22,23,35,52,Yes,4,32.6,Fail,High,At-Risk
3345,Web Dev,Hybrid,20,Male,2028-02-05,59,37,74,20,21,25,84,No,2,39.6,Fail,High,At-Risk
3346,Finance,Online,25,Female,2028-02-06,68,80,26,74,6,9,62,Yes,2,60.8,Pass,Low,Active
3347,Web Dev,Offline,25,Male,2028-02-07,67,54,50,34,11,23,83,No,3,42.8,Fail,Medium,Active
3348,HR Management,Hybrid,32,Male,2028-02-08,47,76,75,66,19,12,73,No,3,70.7,Pass,High,At-Risk
3349,Data Science,Hybrid,24,Male,2028-02-09,63,84,71,65,12,45,50,No,4,70.6,Pass,Low,Active
3350,Data Science,Hybrid,28,Female,2028-02-10,42,93,50,77,8,33,61,Yes,0,72.1,Pass,High,At-Risk
3351,HR Management,Hybrid,24,Male,2028-02-11,64,39,99,90,15,28,57,No,3,82.5,Pass,Low,Active
3352,Data Science,Online,21,Male,2028-02-12,58,85,98,58,21,35,68,Yes,4,75.4,Pass,High,At-Risk
3353,Data Science,Hybrid,29,Male,2028-02-13,72,41,85,22,19,6,58,No,4,44.7,Fail,High,At-Risk
3354,Data Science,Offline,23,Female,2028-02-14,41,62,47,49,12,29,77,No,4,51.0,Pass,High,At-Risk
3355,Finance,Online,31,Female,2028-02-15,54,46,61,54,23,16,63,Yes,4,54.5,Pass,High,At-Risk
3356,Finance,Hybrid,29,Male,2028-02-16,61,90,65,76,13,47,76,No,4,75.5,Pass,Low,Active
3357,Digital Marketing,Online,28,Male,2028-02-17,99,39,76,48,19,12,67,Yes,2,54.6,Pass,Low,Active
3358,Web Dev,Offline,22,Female,2028-02-18,49,60,73,69,3,23,91,No,1,68.4,Pass,Medium,Active
3359,HR Management,Hybrid,31,Female,2028-02-19,57,89,51,81,24,30,90,Yes,1,73.6,Pass,Medium,Active
3360,HR Management,Offline,33,Male,2028-02-20,61,99,30,71,2,26,55,Yes,4,64.3,Pass,Low,Active
3361,HR Management,Hybrid,30,Male,2028-02-21,85,46,98,33,24,49,82,Yes,3,55.1,Pass,Low,Active
3362,Digital Marketing,Hybrid,21,Female,2028-02-22,88,79,90,54,11,20,86,Yes,0,69.8,Pass,Low,Active
3363,Finance,Hybrid,28,Female,2028-02-23,66,66,48,47,22,43,91,No,4,51.1,Pass,Low,Active
3364,Digital Marketing,Hybrid,34,Male,2028-02-24,52,91,62,77,2,0,74,No,0,75.3,Pass,High,At-Risk
3365,HR Management,Hybrid,24,Female,2028-02-25,72,58,52,49,7,14,62,No,2,51.7,Pass,Low,Active
3366,Web Dev,Online,31,Male,2028-02-26,44,61,52,26,8,2,72,Yes,1,40.8,Fail,High,At-Risk
3367,Data Science,Hybrid,28,Male,2028-02-27,65,40,90,58,18,5,85,No,2,64.0,Pass,Low,Active
3368,Finance,Hybrid,26,Male,2028-02-28,52,35,85,88,10,13,82,No,3,76.5,Pass,Medium,Active
3369,Finance,Online,30,Female,2028-02-29,66,64,70,54,8,37,70,No,3,60.8,Pass,Low,Active
3370,Digital Marketing,Online,28,Male,2028-03-01,96,62,93,71,18,32,83,No,4,75.8,Pass,Low,Active
3371,Finance,Online,32,Male,2028-03-02,53,47,99,33,4,37,85,No,3,55.6,Pass,Medium,Active
3372,HR Management,Online,18,Female,2028-03-03,63,66,98,82,17,7,66,Yes,3,83.6,Pass,Low,Active
3373,HR Management,Online,21,Female,2028-03-04,42,42,67,55,6,25,59,No,2,56.0,Pass,High,At-Risk
3374,Digital Marketing,Online,31,Male,2028-03-05,86,93,83,43,21,14,72,No,0,65.0,Pass,Medium,Active
3375,HR Management,Hybrid,31,Male,2028-03-06,90,30,26,59,19,13,93,No,1,43.3,Fail,Medium,Active
3376,Web Dev,Hybrid,20,Female,2028-03-07,88,92,39,48,2,47,51,Yes,3,54.1,Pass,Low,Active
3377,Digital Marketing,Offline,34,Female,2028-03-08,69,63,61,72,5,19,84,Yes,3,66.9,Pass,Low,Active
3378,Web Dev,Hybrid,20,Female,2028-03-09,74,39,95,41,24,47,63,No,2,56.8,Pass,Low,Active
3379,Data Science,Hybrid,33,Male,2028-03-10,87,36,44,91,12,18,96,Yes,1,65.9,Pass,Low,Active
3380,Web Dev,Online,31,Male,2028-03-11,53,85,59,34,21,32,94,Yes,2,51.7,Pass,Medium,Active
3381,Data Science,Online,30,Male,2028-03-12,51,66,58,88,10,35,90,No,0,74.6,Pass,High,At-Risk
3382,Data Science,Hybrid,32,Female,2028-03-13,67,58,55,83,9,23,51,No,2,69.6,Pass,Low,Active
3383,Web Dev,Offline,31,Male,2028-03-14,83,41,43,23,9,9,68,No,1,32.6,Fail,High,At-Risk
3384,Digital Marketing,Online,23,Female,2028-03-15,68,46,92,94,6,49,65,Yes,1,83.8,Pass,Low,Active
3385,HR Management,Hybrid,27,Male,2028-03-16,82,77,48,37,13,33,92,No,3,48.3,Fail,Medium,Active
3386,HR Management,Hybrid,32,Female,2028-03-17,56,55,63,61,2,35,93,Yes,0,60.4,Pass,High,At-Risk
3387,Data Science,Offline,23,Male,2028-03-18,79,41,78,49,16,46,74,No,4,56.1,Pass,Low,Active
3388,Data Science,Offline,27,Male,2028-03-19,88,50,63,34,19,35,50,No,3,45.9,Fail,High,At-Risk
3389,Digital Marketing,Online,24,Female,2028-03-20,60,71,41,89,7,15,51,No,2,71.0,Pass,Low,Active
3390,Finance,Offline,34,Female,2028-03-21,96,90,43,74,11,14,97,No,2,67.9,Pass,Low,Active
3391,Web Dev,Hybrid,34,Male,2028-03-22,62,87,72,72,15,17,76,No,1,75.0,Pass,Low,Active
3392,Data Science,Hybrid,26,Female,2028-03-23,59,83,59,35,22,6,51,Yes,1,51.8,Pass,High,At-Risk
3393,HR Management,Offline,27,Female,2028-03-24,50,63,56,92,9,46,79,Yes,1,75.4,Pass,High,At-Risk
3394,Digital Marketing,Offline,27,Male,2028-03-25,96,36,71,53,4,21,100,No,4,55.0,Pass,Low,Active
3395,Web Dev,Offline,24,Female,2028-03-26,96,64,71,46,23,31,59,Yes,4,57.1,Pass,Low,Active
3396,Digital Marketing,Offline,33,Male,2028-03-27,73,44,88,32,23,42,68,No,3,51.2,Pass,Low,Active
3397,Web Dev,Online,23,Male,2028-03-28,49,94,70,46,20,18,91,Yes,4,62.8,Pass,Medium,Active
3398,Web Dev,Offline,18,Female,2028-03-29,49,54,59,92,13,39,65,No,1,74.5,Pass,High,At-Risk
3399,Data Science,Online,18,Female,2028-03-30,82,88,41,88,13,0,62,No,3,73.9,Pass,Low,Active
3400,Digital Marketing,Hybrid,29,Male,2028-03-31,99,35,66,50,16,34,97,No,3,51.8,Pass,Low,Active
3401,Digital Marketing,Offline,19,Male,2028-04-01,45,81,53,22,8,4,99,No,0,43.099999999999994,Fail,High,At-Risk
3402,HR Management,Online,21,Male,2028-04-02,75,50,94,49,5,49,57,Yes,4,62.7,Pass,Low,Active
3403,HR Management,Offline,34,Male,2028-04-03,63,61,41,40,22,11,99,No,2,44.5,Fail,Medium,Active
3404,Data Science,Hybrid,21,Male,2028-04-04,51,82,38,25,10,11,80,No,2,40.300000000000004,Fail,High,At-Risk
3405,Data Science,Hybrid,28,Male,2028-04-05,82,88,48,51,23,20,94,Yes,0,57.5,Pass,Low,Active
3406,Finance,Hybrid,21,Female,2028-04-06,94,98,81,61,17,18,74,No,1,74.4,Pass,Low,Active
3407,HR Management,Offline,18,Female,2028-04-07,62,91,74,81,14,8,88,No,0,80.9,Pass,Low,Active
3408,Web Dev,Offline,24,Female,2028-04-08,66,33,81,51,5,42,70,No,1,56.400000000000006,Pass,Low,Active
3409,Digital Marketing,Online,26,Male,2028-04-09,97,47,85,58,10,48,99,No,4,63.9,Pass,Low,Active
3410,Data Science,Hybrid,20,Female,2028-04-10,96,85,63,83,22,47,87,No,4,77.4,Pass,Low,Active
3411,Digital Marketing,Offline,25,Male,2028-04-11,84,53,79,49,19,35,90,No,3,58.8,Pass,Low,Active
3412,Digital Marketing,Hybrid,21,Male,2028-04-12,76,95,60,82,16,41,78,Yes,3,78.0,Pass,Low,Active
3413,Finance,Hybrid,28,Female,2028-04-13,45,42,61,50,16,46,55,No,3,51.7,Pass,High,At-Risk
3414,HR Management,Online,31,Male,2028-04-14,40,91,38,59,7,31,67,No,3,59.1,Pass,High,At-Risk
3415,Data Science,Online,33,Male,2028-04-15,45,83,51,52,12,34,98,No,2,57.9,Pass,Medium,Active
3416,Digital Marketing,Online,20,Male,2028-04-16,89,44,55,82,9,30,93,No,3,66.3,Pass,Low,Active
3417,Data Science,Online,32,Male,2028-04-17,61,98,97,44,22,31,84,No,3,70.7,Pass,Low,Active
3418,Web Dev,Hybrid,21,Male,2028-04-18,80,32,68,55,18,36,76,No,3,54.3,Pass,Low,Active
3419,Finance,Online,22,Male,2028-04-19,63,66,92,43,18,31,54,No,1,62.3,Pass,Low,Active
3420,Web Dev,Online,34,Female,2028-04-20,64,66,72,77,19,42,56,No,3,73.3,Pass,Low,Active
3421,Data Science,Online,24,Male,2028-04-21,54,32,81,58,5,36,59,Yes,0,59.7,Pass,High,At-Risk
3422,Data Science,Online,33,Male,2028-04-22,65,92,99,65,16,38,59,No,3,80.6,Pass,Low,Active
3423,HR Management,Hybrid,31,Male,2028-04-23,47,64,46,96,3,37,100,No,3,74.6,Pass,Medium,Active
3424,Digital Marketing,Online,33,Male,2028-04-24,90,81,28,29,3,29,77,No,2,39.1,Fail,High,At-Risk
3425,Digital Marketing,Hybrid,24,Female,2028-04-25,63,57,96,51,11,31,85,Yes,3,65.69999999999999,Pass,Low,Active
3426,Web Dev,Offline,26,Female,2028-04-26,87,47,70,55,4,44,59,No,1,57.9,Pass,Low,Active
3427,Finance,Hybrid,21,Male,2028-04-27,77,65,83,47,9,1,99,No,4,61.4,Pass,Low,Active
3428,Digital Marketing,Hybrid,28,Male,2028-04-28,45,62,58,35,21,10,84,No,3,47.3,Fail,High,At-Risk
3429,HR Management,Online,19,Male,2028-04-29,93,93,35,35,8,19,84,Yes,3,46.6,Fail,Medium,Active
3430,Web Dev,Offline,29,Female,2028-04-30,74,55,55,37,13,36,86,No,3,46.0,Fail,Medium,Active
3431,Web Dev,Offline,29,Female,2028-05-01,81,77,35,27,20,8,97,Yes,2,39.4,Fail,Medium,Active
3432,HR Management,Offline,21,Female,2028-05-02,40,69,80,99,16,37,69,No,4,87.3,Pass,High,At-Risk
3433,Finance,Offline,24,Female,2028-05-03,99,46,62,94,15,48,62,Yes,2,74.8,Pass,Low,Active
3434,HR Management,Hybrid,18,Male,2028-05-04,85,69,45,89,17,18,60,No,2,71.8,Pass,Low,Active
3435,Finance,Offline,30,Female,2028-05-05,75,36,34,20,15,39,94,Yes,2,27.4,Fail,Medium,Active
3436,HR Management,Hybrid,23,Female,2028-05-06,97,86,50,81,4,6,68,Yes,1,72.7,Pass,Low,Active
3437,HR Management,Hybrid,23,Male,2028-05-07,51,37,32,95,19,4,77,Yes,4,64.5,Pass,High,At-Risk
3438,Data Science,Hybrid,29,Male,2028-05-08,77,85,32,57,23,46,87,No,1,55.1,Pass,Low,Active
3439,Web Dev,Offline,25,Female,2028-05-09,50,60,84,64,7,41,94,No,1,69.2,Pass,Medium,Active
3440,HR Management,Online,22,Female,2028-05-10,51,88,96,77,18,23,53,No,4,84.9,Pass,High,At-Risk
3441,HR Management,Online,22,Female,2028-05-11,81,87,58,20,24,47,86,No,1,44.8,Fail,Medium,Active
3442,Digital Marketing,Offline,27,Female,2028-05-12,89,41,40,51,15,40,68,No,4,45.7,Fail,High,At-Risk
3443,Web Dev,Online,18,Male,2028-05-13,78,77,37,27,15,6,86,No,3,40.0,Fail,Medium,Active
3444,Digital Marketing,Online,27,Male,2028-05-14,46,60,46,59,21,10,63,Yes,2,55.3,Pass,High,At-Risk
3445,Web Dev,Hybrid,22,Female,2028-05-15,50,92,51,75,14,8,80,Yes,1,71.2,Pass,Medium,Active
3446,Digital Marketing,Hybrid,29,Female,2028-05-16,75,68,88,82,4,48,77,No,4,81.0,Pass,Low,Active
3447,HR Management,Offline,24,Female,2028-05-17,91,49,26,93,14,29,85,No,0,64.1,Pass,Low,Active
3448,HR Management,Offline,26,Female,2028-05-18,70,77,50,93,3,40,93,Yes,1,76.9,Pass,Low,Active
3449,Data Science,Online,29,Female,2028-05-19,72,83,93,55,10,2,87,Yes,1,72.0,Pass,Low,Active
3450,Digital Marketing,Hybrid,18,Male,2028-05-20,52,58,54,76,14,21,68,Yes,4,65.8,Pass,High,At-Risk
3451,Finance,Offline,28,Male,2028-05-21,57,77,32,93,9,39,91,No,0,71.5,Pass,High,At-Risk
3452,Data Science,Offline,32,Male,2028-05-22,80,85,62,64,17,19,50,Yes,0,67.6,Pass,Medium,Active
3453,Digital Marketing,Offline,19,Female,2028-05-23,97,46,85,98,4,31,72,No,3,83.7,Pass,Low,Active
3454,Digital Marketing,Offline,24,Female,2028-05-24,95,38,89,99,14,47,77,No,1,83.8,Pass,Low,Active
3455,Data Science,Offline,29,Male,2028-05-25,63,63,91,21,5,6,97,No,2,50.400000000000006,Pass,Low,Active
3456,HR Management,Offline,20,Male,2028-05-26,48,74,70,87,19,6,53,Yes,1,79.3,Pass,High,At-Risk
3457,Digital Marketing,Online,24,Female,2028-05-27,70,38,96,69,3,19,90,Yes,2,70.9,Pass,Low,Active
3458,HR Management,Hybrid,28,Male,2028-05-28,94,36,67,48,21,24,67,No,2,51.3,Pass,Low,Active
3459,Data Science,Hybrid,29,Female,2028-05-29,80,45,83,29,23,44,98,No,4,48.4,Fail,Medium,Active
